Signature,Block Time,Human Time,Action,From,Token1,Amount1,TokenDecimals1,Token2,Amount2,TokenDecimals2,Value,Platforms,Sources
2cpC4wJt3y9CHnWWFMtrM65119PC5PHtfxKyJfNQmebmCaBT2o2iC51Lxx6EiCPY4AFiFxZrwFBmXg7wrqBiEjHd,1745101365,2025-04-19T22:22:45.000Z,AGG TOKEN SWAP,BXG4aftJWM7SCcMKx7t7Ct1JDNFgRCJfF3gJrt1jcmCe,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,33299996670,6,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,978314316634,6,33300,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4|SoLFiHG9TfgtdUXUjWAxi3LtvYuFyDLVhBWxdMZxyCe|2wT8Yq49kHgDzXuPxZSaeLaH1qbmGXtEyPy64bL7aD3c|whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc|675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8
2mPqeDGYLDV6CWkx7z71WvAbSNgK9nUtynqRiCUAHAGzZeH1w83uyzkumos3Ex2Xe9LocQRbbR2mR5KjJz13hVTH,1745006860,2025-04-18T20:07:40.000Z,AGG TOKEN SWAP,BhTcMTEtaZuTRLoNtLB4ZGRSkadgZRhkJNtv6JcPp1vG,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,397600555318,6,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,11548354530,6,11548.35,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4|whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc|675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8|SoLFiHG9TfgtdUXUjWAxi3LtvYuFyDLVhBWxdMZxyCe|obriQD1zbpyLz95G5n7nJe6a4DPjpFwa5XYPoNm113y|LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo
4Z1i8fkRdM8nA4hVywWJszQqTpzyPbCfM44DdVNsQGNKy3Npxf2hTQxhwDezofGMBRbzv9iGPVHmXseiUSwnzFSf,1745006850,2025-04-18T20:07:30.000Z,AGG TOKEN SWAP,BhTcMTEtaZuTRLoNtLB4ZGRSkadgZRhkJNtv6JcPp1vG,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,397600555319,6,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,11578540372,6,11578.54,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4|whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc|675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8|SoLFiHG9TfgtdUXUjWAxi3LtvYuFyDLVhBWxdMZxyCe
5NvXHpDARx6GudDKA57nz6kYKtQBAViu9xUkLagr6reA1cmxwVRrUNTUKjBvWTNiWKR8yeFLbATsAvhNFt4g3dCY,1744992383,2025-04-18T16:06:23.000Z,TOKEN SWAP,4GQeEya6ZTwvXre4Br6ZfDyfe2WQMkcDz2QbkJZazVqS,So11111111111111111111111111111111111111112,85193524548,9,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,376913903604,6,11331.59,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8
4DQP3vh4BFxLZRBnmMjkuYZqf5fnGSQUavghgq91vTwGQmjxgEn1s8hK36H38MMYDeCj4R8sWH4LCn873ZRf4KH9,1744992382,2025-04-18T16:06:22.000Z,AGG TOKEN SWAP,5DYtDWKu1QLVq9oYogdywY1u2cgEBRWXYwRVdg7K2nGC,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,706380710312,6,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,21116365852,6,21116.37,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4|675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8|whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc|SoLFiHG9TfgtdUXUjWAxi3LtvYuFyDLVhBWxdMZxyCe|LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo
3UFPmEx9dK9NhvRiUDhUWddAnETBESP2SaxoxgkYYBW7t8vQpN6W3nDNpSupc6toR4Xj6ANZcyQaGcE4mAMDy65p,1744950424,2025-04-18T04:27:04.000Z,AGG TOKEN SWAP,3ngm9wFB1qKMXVwx9KEgNTEXdWNkusJk2GHkmF6XDc7W,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,10115044349,6,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,298406445883,6,10115.04,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4|LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo|opnb2LAfJYbRMAHHvqjCwQxanZn7ReEHp1k81EohpZb|whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc|675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8
2f22viZm65jXRFoJVLXTwn9uGooNhoMRuovtqocxrirPMg2NAcq7GYQQysJ5XvMmppC899PVbvqYZxKv3K5GLW9v,1744947514,2025-04-18T03:38:34.000Z,AGG TOKEN SWAP,4m17jBwk9CdCtxoZgQZhi823DsTU2L2nu1iXaemcw4yt,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,346559686633,6,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,11466965295,6,11466.97,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4|whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc|675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8|SoLFiHG9TfgtdUXUjWAxi3LtvYuFyDLVhBWxdMZxyCe|swapNyd8XiQwJ6ianp9snpu4brUqFxadzvHebnAXjJZ
4kESRCRELg6tDMrRUHs5bgLYJpPdx9YxeBzLcFrtEFjKZpZfGJR5REEnviy8MQ5AcXwoZzMZGeEJAULXqt9MAbHz,1744861075,2025-04-17T03:37:55.000Z,TOKEN SWAP,MfDuWeqSHEqTFVYZ7LoexgAK9dxk7cy4DFJWjWMGVWa,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,374355067941,6,So11111111111111111111111111111111111111112,106742961561,9,13874.45,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8
eUeHqMvTMc9eRixLXXmqk4wtUA8vb3oTthLY12irFp6zRkkc18qDigV1rLLwUH6eCxdxY5eMgWSKsk35i9HPgSt,1744861075,2025-04-17T03:37:55.000Z,AGG TOKEN SWAP,FLzPDsoV2LyErTSag77AMLNZ7yE878pahiDADxTkx7ss,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,14985000000,6,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,401473647584,6,14985,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4|LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo|SoLFiHG9TfgtdUXUjWAxi3LtvYuFyDLVhBWxdMZxyCe|675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8
5WLL7XSbxVjpADGFkp7nYtUq4pauDjZaMXLuvRcc9Lf2seXgn5QJzojCjYdrHZFWmjf4rvW2o1oNF37cJ2G1JEZm,1744860929,2025-04-17T03:35:29.000Z,TOKEN SWAP,MfDuWeqSHEqTFVYZ7LoexgAK9dxk7cy4DFJWjWMGVWa,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,666198343256,6,So11111111111111111111111111111111111111112,192637768957,9,25039.06,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8
knDirMSzGQc6iodd3djJNYwa2CbfZZqmr6bCTDSW9iNCW4fwAThTXPd5DyP869q7EggC9dsX2G7wAFRerVuBhBD,1744860928,2025-04-17T03:35:28.000Z,AGG TOKEN SWAP,FLzPDsoV2LyErTSag77AMLNZ7yE878pahiDADxTkx7ss,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,29970000000,6,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,794205850962,6,29970,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4|SoLFiHG9TfgtdUXUjWAxi3LtvYuFyDLVhBWxdMZxyCe|675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8|LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo
5mmcFoWL169v3ignGaUhJ7ZGi67B5PEuVWi81aAdQF8atdG7QW97rMn6G849Ehn1HKZ4Bfwy6XbVbQUnf4AmoeLz,1744860873,2025-04-17T03:34:33.000Z,TOKEN SWAP,4GQeEya6ZTwvXre4Br6ZfDyfe2WQMkcDz2QbkJZazVqS,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,320772486129,6,So11111111111111111111111111111111111111112,93376675182,9,12137.1,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8
4vT3XNRmJcA1c2LXoMqqq686HTUGrLBLecjoEF91zX76gM36uBsQnJD1EqWaqDeRAV1KQmBxJFj7fU8vwtxkMw3C,1744860873,2025-04-17T03:34:33.000Z,AGG TOKEN SWAP,FLzPDsoV2LyErTSag77AMLNZ7yE878pahiDADxTkx7ss,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,29970000000,6,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,795417113153,6,29970,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4|SoLFiHG9TfgtdUXUjWAxi3LtvYuFyDLVhBWxdMZxyCe|2wT8Yq49kHgDzXuPxZSaeLaH1qbmGXtEyPy64bL7aD3c|whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc|675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8
4rB2F9uahPEV8q4hi8KaevhQRa4EV27YJFezUTrcSN8aRYBs46q9y7y4LVydTrdkwtGDsPh1pToU3mhPQCabZMQA,1744837071,2025-04-16T20:57:51.000Z,AGG TOKEN SWAP,8Tj6k9wHHfgkhCRZ6dzJS7zmkEgJRc7Da4k6NakwiZ9f,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,296121179766,6,So11111111111111111111111111111111111111112,78832243659,9,10431.08,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4|LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo|2wT8Yq49kHgDzXuPxZSaeLaH1qbmGXtEyPy64bL7aD3c|675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8
5KFGxV797PDNwhuXRYqKqobjzNcRDmkcN1mmfxnXdiX9bzyhnQmj6z4okcFCUSjDoGLxJF9DsMRQ6EQDYYPKA64c,1744826127,2025-04-16T17:55:27.000Z,AGG TOKEN SWAP,4Jtq3qqqXgSroeTU8E2ZoGWy9uLmJwCnisZSSFq23JPU,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,319799286800,6,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,10950412055,6,10950.41,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4|LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo|675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8|whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc
3RvrCz98RZqJKo873QYuSUBZcbjR3NbaBZFHMAdrSs737geKnFRemqzxJowFz1jq4iv2thGo7NiZwc8ZaXmB1va2,1744820077,2025-04-16T16:14:37.000Z,AGG TOKEN SWAP,Gjtk6cphdySYabKApmgag2Aq2L7YdRKaBMwH5HBDbibG,So11111111111111111111111111111111111111112,85000000000,9,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,316241037426,6,10931.85,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4|675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8
2o2oJLrKzR1J8CUJC7P63bq2TikHYvwVmkgmowKk2EHguNYis9jvGXbfzn7JQPVQrLyATbWway9xjXzFerPTB9rW,1744817423,2025-04-16T15:30:23.000Z,AGG TOKEN SWAP,4psRvcTko8UKXCuFGUNC7xQBJjRqinFRbrZkvoYJWc2y,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,355061716508,6,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,12353892913,6,12353.89,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4|675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8|SoLFiHG9TfgtdUXUjWAxi3LtvYuFyDLVhBWxdMZxyCe|obriQD1zbpyLz95G5n7nJe6a4DPjpFwa5XYPoNm113y
3uvBfQgXXMn4eqpLoyiDky5mbhmWzbgjjVJXUwNueUWBAvJ4yHapwAFYYrxEjNRL4kdqFsYCNA2K7n4UA12TZ6t2,1744815598,2025-04-16T14:59:58.000Z,AGG TOKEN SWAP,FF5Hexf3qsiEy43UWrGCVyQfeNdYbbqLkfrm8k9dJkMz,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,19980000000,6,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,564065107841,6,19980,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4|LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo|SoLFiHG9TfgtdUXUjWAxi3LtvYuFyDLVhBWxdMZxyCe|675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8
42bcwLLJHRxofNWhnEgCCMXsdPoTQGjB5Y5gCRbsL4LMiLjiyHmkg4AxoYiYwZgPSpjYu2qMy4vVwVXUXnNrJfWA,1744815339,2025-04-16T14:55:39.000Z,AGG TOKEN SWAP,3ngm9wFB1qKMXVwx9KEgNTEXdWNkusJk2GHkmF6XDc7W,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,352430782346,6,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,12067068453,6,12067.07,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4|LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo|675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8|opnb2LAfJYbRMAHHvqjCwQxanZn7ReEHp1k81EohpZb
5FM7SZd6SGN79ibekA99ytDUN4RaHFQcq1GBGWrduNUymK6WbJwyKwaCLqMdgZNwkxku62VDDuNgt1wRAPLnX8jm,1744814819,2025-04-16T14:46:59.000Z,AGG TOKEN SWAP,BggmBd3sRLDcz5vnY816YGimwNBXsQQ7UaVNpTCJ7iqH,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,11488500000,6,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,331242454796,6,11488.5,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4|obriQD1zbpyLz95G5n7nJe6a4DPjpFwa5XYPoNm113y|SoLFiHG9TfgtdUXUjWAxi3LtvYuFyDLVhBWxdMZxyCe|LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo|whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc|675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8
483j2Qvbh9ga3N3REzYQ9EgAQzFXPs8XUj5XfMNhthpSEgT7LsszuuQRwg2mJym3uMtsYKJiW9o3SQx9GvLmJ5Zt,1744812493,2025-04-16T14:08:13.000Z,AGG TOKEN SWAP,4psRvcTko8UKXCuFGUNC7xQBJjRqinFRbrZkvoYJWc2y,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,11867853626,6,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,355061716508,6,11867.85,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4|LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo|SoLFiHG9TfgtdUXUjWAxi3LtvYuFyDLVhBWxdMZxyCe|675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8
4oTMPd4RPYA1RVfBEeaTFeXTnzpJLz18wSNkfNJyQENjtf9aW7XSsSt6JtGc62DUQHsNTnan8jMa45hDtFeYRJNC,1744804362,2025-04-16T11:52:42.000Z,AGG TOKEN SWAP,3ngm9wFB1qKMXVwx9KEgNTEXdWNkusJk2GHkmF6XDc7W,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,11505329469,6,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,345160967981,6,11505.33,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4|LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo|SoLFiHG9TfgtdUXUjWAxi3LtvYuFyDLVhBWxdMZxyCe|675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8
3NJjykQ6VhWQj1sBkuwDs1FV3qX9mrsavLRqZuvg9LrYLrY8gh3LJ5MkabHXuXHXTGvyHmSmsGV2yhuyWTo6fZVt,1744765595,2025-04-16T01:06:35.000Z,AGG TOKEN SWAP,A3qaS15EkZ4nzaYLzG7mtujtdaEUbc6VwKU5WMqdoguD,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,458059266790,6,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,15196452476,6,15196.45,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4|LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo|675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8|SoLFiHG9TfgtdUXUjWAxi3LtvYuFyDLVhBWxdMZxyCe
2S32AbCHqZpX4hh99rKUk3EK3wihjrVbZrnePntASQ7cq3hygzdAGRfVu4FbuQJ6Sxcvs1HGSiGBR4mtFZtQhMxr,1744758100,2025-04-15T23:01:40.000Z,AGG TOKEN SWAP,FJd9tdcDNB2xiNQxPnEtYKpWpM1yzo3JSAiY7weZG31L,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,319304499822,6,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,10877266257,6,10877.27,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4|675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8|whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc|SoLFiHG9TfgtdUXUjWAxi3LtvYuFyDLVhBWxdMZxyCe|obriQD1zbpyLz95G5n7nJe6a4DPjpFwa5XYPoNm113y
61RtNpyWeywh74B2W1thqW759mhfTLEMY1kG6hgCvbEMgnszJMgW3YBiedb2CjoWczMAzmDh2NLSjq6ECpvbHoVs,1744755185,2025-04-15T22:13:05.000Z,AGG TOKEN SWAP,BggmBd3sRLDcz5vnY816YGimwNBXsQQ7UaVNpTCJ7iqH,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,305407286387,6,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,10532134340,6,10532.13,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4|LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo|675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8|SoLFiHG9TfgtdUXUjWAxi3LtvYuFyDLVhBWxdMZxyCe|obriQD1zbpyLz95G5n7nJe6a4DPjpFwa5XYPoNm113y
5K1yy1Zbr8oaXn1biCzPENmSRSB8rGJWhQYMxHGvAMTkz4R6oT2aGWFoVyt68DWSa2TE8asZ76aSn56mhYGnd8sf,1744745504,2025-04-15T19:31:44.000Z,AGG TOKEN SWAP,DWvAGkfeHTNd2SWkQh6LsaxEmR3TLn1VuxCZiyb1r98Z,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,455582677592,6,So11111111111111111111111111111111111111112,124444920159,9,15931.44,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4|675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8|LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo|SoLFiHG9TfgtdUXUjWAxi3LtvYuFyDLVhBWxdMZxyCe
3PN1QeKdt9r6QEAc1CzPRZbRdKvFuDSpRuLysC68xM7uXQDHaXCx5yyhEr4sRREMnjYDSVDnG2VX5FHmUuiVFZoG,1744738382,2025-04-15T17:33:02.000Z,TOKEN SWAP,4GQeEya6ZTwvXre4Br6ZfDyfe2WQMkcDz2QbkJZazVqS,So11111111111111111111111111111111111111112,84301882082,9,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,304278383637,6,10905.29,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8
2A5VBjMXGCPdPKEkBUXcS2SKrHbwEH8R32gFyjZq4vGykHY6qVSd2jMQgqo4yNs8YgdD3ze7TPHs5nJm5KaNznLD,1744738382,2025-04-15T17:33:02.000Z,AGG TOKEN SWAP,9pgPRz16wMMaHSejH51VR5bp6r8SKDeEdpccJBs4PkeE,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,460814132005,6,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,16404425242,6,16404.43,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4|whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc|675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8|obriQD1zbpyLz95G5n7nJe6a4DPjpFwa5XYPoNm113y|swapNyd8XiQwJ6ianp9snpu4brUqFxadzvHebnAXjJZ
4mkD6dPid9NJRNbytAPZZW1TohW2KivF26ong4qJyyYdeMWDzG35v5XeS13hQboZK7UVoKpsLdHddNDbckRuKWRn,1744738375,2025-04-15T17:32:55.000Z,TOKEN SWAP,4GQeEya6ZTwvXre4Br6ZfDyfe2WQMkcDz2QbkJZazVqS,So11111111111111111111111111111111111111112,84393158281,9,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,302874497824,6,10917.1,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8
43TQfrUVz9xbVFuafHJBQckzdFPNAwxCBMNdVohKkFbn1nQyPA9dLTP8ktHfdYiEULA8exPFU6FCBqsEUiEX1wWe,1744738375,2025-04-15T17:32:55.000Z,AGG TOKEN SWAP,9pgPRz16wMMaHSejH51VR5bp6r8SKDeEdpccJBs4PkeE,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,460814132005,6,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,16511282793,6,16511.28,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4|whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc|675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8|SoLFiHG9TfgtdUXUjWAxi3LtvYuFyDLVhBWxdMZxyCe|swapNyd8XiQwJ6ianp9snpu4brUqFxadzvHebnAXjJZ
